COU,Country,IND,Indicator,SEX,Sex,AGE,Age Group,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
OAVG,OECD - Average,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,76.2,,
OAVG,OECD - Average,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,76.3,,
OAVG,OECD - Average,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,76.3,,
OAVG,OECD - Average,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,61.1,,
OAVG,OECD - Average,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,61.4,,
OAVG,OECD - Average,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,61.5,,
OAVG,OECD - Average,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,5.6,E,Estimated value
OAVG,OECD - Average,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,5.4,E,Estimated value
OAVG,OECD - Average,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,1564,15-64,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,5.5,E,Estimated value
OAVG,OECD - Average,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,6,E,Estimated value
OAVG,OECD - Average,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,5.8,E,Estimated value
OAVG,OECD - Average,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,1564,15-64,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,5.7,E,Estimated value
AUS,Australia,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,87,,
AUS,Australia,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,87.5,,
AUS,Australia,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,87.4,,
AUS,Australia,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,75.3,,
AUS,Australia,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,76.1,,
AUS,Australia,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,76.2,,
AUS,Australia,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,3.6,,
AUS,Australia,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,3.8,,
AUS,Australia,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,4,,
AUS,Australia,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,4.2,,
AUS,Australia,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,4.1,,
AUS,Australia,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,4.4,,
AUT,Austria,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,87.8,,
AUT,Austria,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,88.9,,
AUT,Austria,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,88.6,,
AUT,Austria,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,81.3,,
AUT,Austria,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,82.1,,
AUT,Austria,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,82.7,,
AUT,Austria,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,5.3,,
AUT,Austria,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,4.4,,
AUT,Austria,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,4.3,,
AUT,Austria,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,4.9,,
AUT,Austria,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,4.4,,
AUT,Austria,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,4.1,,
BEL,Belgium,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,84.5,,
BEL,Belgium,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,85.6,,
BEL,Belgium,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,84.7,,
BEL,Belgium,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,76.3,,
BEL,Belgium,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,77.2,,
BEL,Belgium,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,76.6,,
BEL,Belgium,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,5.2,,
BEL,Belgium,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,5.2,,
BEL,Belgium,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,5,,
BEL,Belgium,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,4.6,,
BEL,Belgium,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,4.7,,
BEL,Belgium,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,4.4,,
CAN,Canada,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,86.5,,
CAN,Canada,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,86.6,,
CAN,Canada,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,86.8,,
CAN,Canada,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,86.5,,
CAN,Canada,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,5.1,,
CAN,Canada,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,4.9,,
CAN,Canada,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,4.9,,
CAN,Canada,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,5,,
CAN,Canada,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,4.7,,
CAN,Canada,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,4.4,,
CAN,Canada,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,4.4,,
CAN,Canada,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q4-2019,Q4-2019,PC,Percentage,0,Units,,,4.7,,
CZE,Czech Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,94.5,,
CZE,Czech Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,94.7,,
CZE,Czech Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,94.5,,
CZE,Czech Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,80.4,,
CZE,Czech Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,79.6,,
CZE,Czech Republic,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,79.9,,
CZE,Czech Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,1.5,,
CZE,Czech Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,1.4,,
CZE,Czech Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,1.4,,
CZE,Czech Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,2.1,,
CZE,Czech Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,2.3,,
CZE,Czech Republic,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,2.4,,
DNK,Denmark,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,86.5,,
DNK,Denmark,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,86.1,,
DNK,Denmark,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,86.3,,
DNK,Denmark,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,78.5,,
DNK,Denmark,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,78.8,,
DNK,Denmark,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,79,,
DNK,Denmark,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,3.9,,
DNK,Denmark,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,4.6,,
DNK,Denmark,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,4.3,,
DNK,Denmark,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,5.1,,
DNK,Denmark,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,4.7,,
DNK,Denmark,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,4.7,,
FIN,Finland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,85.7,,
FIN,Finland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,86.1,,
FIN,Finland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,85.1,,
FIN,Finland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,80,,
FIN,Finland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,80.4,,
FIN,Finland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,81.3,,
FIN,Finland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,5.3,,
FIN,Finland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,5,,
FIN,Finland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,5.5,,
FIN,Finland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,5.1,,
FIN,Finland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,5,,
FIN,Finland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,4.6,,
FRA,France,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,84.7,,
FRA,France,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,84.9,,
FRA,France,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,84.7,,
FRA,France,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,78,,
FRA,France,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,78,,
FRA,France,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,78,,
FRA,France,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,7.5,,
FRA,France,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,7.5,,
FRA,France,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,7.4,,
FRA,France,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,7.6,,
FRA,France,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,7.5,,
FRA,France,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,7,,
DEU,Germany,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,89.6,,
DEU,Germany,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,89.6,,
DEU,Germany,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,89.6,,
DEU,Germany,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,81,,
DEU,Germany,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,81.1,,
DEU,Germany,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,81.3,,
DEU,Germany,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,3.3,,
DEU,Germany,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,3.3,,
DEU,Germany,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,3.3,,
DEU,Germany,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,2.7,,
DEU,Germany,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,2.6,,
DEU,Germany,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,2.5,,
GRC,Greece,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,80,,
GRC,Greece,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,81.5,,
GRC,Greece,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,80.2,,
GRC,Greece,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,59.2,,
GRC,Greece,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,60.9,,
GRC,Greece,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,59.6,,
GRC,Greece,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,14.5,,
GRC,Greece,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,13.4,,
GRC,Greece,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,13.6,,
GRC,Greece,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,23.9,,
GRC,Greece,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,22.2,,
GRC,Greece,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,22.4,,
HUN,Hungary,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,90.9,,
HUN,Hungary,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,90.9,,
HUN,Hungary,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,90.6,,
HUN,Hungary,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,84.4,,
HUN,Hungary,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,84.6,,
HUN,Hungary,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,84.1,,
HUN,Hungary,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,2.9,,
HUN,Hungary,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,2.6,,
HUN,Hungary,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,2.8,,
HUN,Hungary,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,3,,
HUN,Hungary,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,2.7,,
HUN,Hungary,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,3,,
ISL,Iceland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,91.4,,
ISL,Iceland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,91,,
ISL,Iceland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,90.5,,
ISL,Iceland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,86.4,,
ISL,Iceland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,86.3,,
ISL,Iceland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,83.8,,
ISL,Iceland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,2.1,,
ISL,Iceland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,3.1,,
ISL,Iceland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,3.3,,
ISL,Iceland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,2.3,,
ISL,Iceland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,2.9,,
ISL,Iceland,EMP4_U,"Unemployment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,3.8,,
IRL,Ireland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,86.4,,
IRL,Ireland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q2-2019,Q2-2019,PC,Percentage,0,Units,,,86.8,,
IRL,Ireland,EMP4_E,"Employment rate, by sex and age group, quarterly data",MEN,Men,2554,25-54,Q3-2019,Q3-2019,PC,Percentage,0,Units,,,86.6,,
IRL,Ireland,EMP4_E,"Employment rate, by sex and age group, quarterly data",WOMEN,Women,2554,25-54,Q1-2019,Q1-2019,PC,Percentage,0,Units,,,74,,
